Dataset	Disease	Tissue	Sample	Replicate	ORF1p	ORF2p	ORF0	ORF1p_variants	ORF2p_variants	HERV_proteins	PTMs
PXD003408	healthy	NA	1	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	2	1	0	0	0	0	ORF2p_PA2_22_(26.786)	0	NA
PXD003408	healthy	NA	3	1	0	0	0	0	ORF2p_HS_88_(24.138),ORF2p_PA2_6_(23.121),ORF2p_PA2_35_(20.107),ORF2p_PA2_33_(19.121)	0	NA
PXD003408	healthy	NA	4	1	0	0	0	0	ORF2p_HS_9_(20)	0	NA
PXD003408	healthy	NA	5	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	6	1	41.747572815534	0	0	0	ORF2p_HS_22_(47.208)	0	NA
PXD003408	healthy	NA	7	1	0	0	0	ORF1p_HS_115_(22.063)	ORF2p_PA2_6_(8.741)	0	NA
PXD003408	healthy	NA	8	1	0	0	0	ORF1p_HS_30_(34.559)	0	0	NA
PXD003408	healthy	NA	9	1	0	0	0	0	ORF2p_PA2_26_(58.513),ORF2p_HS_108_(27.578)	0	NA
PXD003408	healthy	NA	10	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	11	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	12	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	13	1	0	0	0	0	ORF2p_HS_7_(22.556)	0	NA
PXD003408	healthy	NA	14	1	0	0	0	0	ORF2p_HS_7_(12.605)	0	NA
PXD003408	healthy	NA	15	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	16	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	17	1	0	0	0	0	ORF2p_HS_106_(56.796)	0	NA
PXD003408	healthy	NA	18	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	19	1	0	0	0	0	ORF2p_HS_42_(4.425)	0	NA
PXD003408	healthy	NA	20	1	0	0	0	ORF1p_PA2_7_(40.127)	ORF2p_PA3_1_(43.312)	0	NA
PXD003408	healthy	NA	21	1	0	0	0	0	ORF2p_PA2_21_(8.146),ORF2p_HS_106_(7.665),ORF2p_HS_56_(4.321)	P63132_(58.307)	NA
PXD003408	healthy	NA	22	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	23	1	16.9398907103825	0	0	0	ORF2p_HS_102_(57.065)	0	NA
PXD003408	healthy	NA	24	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	25	1	0	0	0	0	0	0	NA
PXD003408	healthy	NA	26	1	0	0	0	0	0	0	NA
